
** get_Rfile_ascii_table_params: lline: 23
** get_Rfile_ascii_table_params: number of columns: 11 from header line:
['iteration', 'logPost', 'stepSize', 'cycleSpinRow', 'cycleSpinCol', 'smoothingParam0', 'smoothingParam1', 'smoothingParam2', 'smoothingParam3', 'smoothingParam4', 'expectedMSCounts']
* image_in:  786  InMCMCParams[0:1][image_in]:  17.0 25.0

* image_in:  787  InMCMCParams[0:1][image_in]:  12.0 15.0

* image_in:  788  InMCMCParams[0:1][image_in]:  4.0 13.0

* image_in:  789  InMCMCParams[0:1][image_in]:  14.0 22.0

* image_in:  790  InMCMCParams[0:1][image_in]:  8.0 7.0

* image_in:  791  InMCMCParams[0:1][image_in]:  31.0 27.0

* image_in:  792  InMCMCParams[0:1][image_in]:  31.0 25.0

* image_in:  793  InMCMCParams[0:1][image_in]:  21.0 6.0

* image_in:  794  InMCMCParams[0:1][image_in]:  25.0 20.0

* image_in:  795  InMCMCParams[0:1][image_in]:  9.0 25.0

* image_in:  796  InMCMCParams[0:1][image_in]:  8.0 14.0

* image_in:  797  InMCMCParams[0:1][image_in]:  30.0 23.0

* image_in:  798  InMCMCParams[0:1][image_in]:  24.0 15.0

* image_in:  799  InMCMCParams[0:1][image_in]:  18.0 18.0

* image_in:  800  InMCMCParams[0:1][image_in]:  22.0 4.0

* image_in:  801  InMCMCParams[0:1][image_in]:  20.0 23.0

* image_in:  802  InMCMCParams[0:1][image_in]:  31.0 15.0

* image_in:  803  InMCMCParams[0:1][image_in]:  5.0 25.0

* image_in:  804  InMCMCParams[0:1][image_in]:  25.0 23.0

* image_in:  805  InMCMCParams[0:1][image_in]:  11.0 11.0

* image_in:  806  InMCMCParams[0:1][image_in]:  0.0 25.0

* image_in:  807  InMCMCParams[0:1][image_in]:  18.0 16.0

* image_in:  808  InMCMCParams[0:1][image_in]:  30.0 7.0

* image_in:  809  InMCMCParams[0:1][image_in]:  8.0 28.0

* image_in:  810  InMCMCParams[0:1][image_in]:  13.0 6.0

* image_in:  811  InMCMCParams[0:1][image_in]:  6.0 5.0

* image_in:  812  InMCMCParams[0:1][image_in]:  26.0 24.0

* image_in:  813  InMCMCParams[0:1][image_in]:  10.0 7.0

* image_in:  814  InMCMCParams[0:1][image_in]:  1.0 27.0

* image_in:  815  InMCMCParams[0:1][image_in]:  2.0 22.0

* image_in:  816  InMCMCParams[0:1][image_in]:  17.0 0.0

* image_in:  817  InMCMCParams[0:1][image_in]:  18.0 0.0

* image_in:  818  InMCMCParams[0:1][image_in]:  19.0 23.0

* image_in:  819  InMCMCParams[0:1][image_in]:  25.0 27.0

* image_in:  820  InMCMCParams[0:1][image_in]:  20.0 26.0

* image_in:  821  InMCMCParams[0:1][image_in]:  23.0 0.0

* image_in:  822  InMCMCParams[0:1][image_in]:  15.0 23.0

* image_in:  823  InMCMCParams[0:1][image_in]:  6.0 28.0

* image_in:  824  InMCMCParams[0:1][image_in]:  28.0 5.0

* image_in:  825  InMCMCParams[0:1][image_in]:  3.0 7.0

* image_in:  826  InMCMCParams[0:1][image_in]:  20.0 18.0

* image_in:  827  InMCMCParams[0:1][image_in]:  30.0 27.0

* image_in:  828  InMCMCParams[0:1][image_in]:  25.0 19.0

* image_in:  829  InMCMCParams[0:1][image_in]:  21.0 19.0

* image_in:  830  InMCMCParams[0:1][image_in]:  22.0 21.0

* image_in:  831  InMCMCParams[0:1][image_in]:  19.0 6.0

* image_in:  832  InMCMCParams[0:1][image_in]:  6.0 22.0

* image_in:  833  InMCMCParams[0:1][image_in]:  21.0 13.0

* image_in:  834  InMCMCParams[0:1][image_in]:  2.0 19.0

* image_in:  835  InMCMCParams[0:1][image_in]:  24.0 27.0

* image_in:  836  InMCMCParams[0:1][image_in]:  7.0 18.0

* image_in:  837  InMCMCParams[0:1][image_in]:  23.0 4.0

* image_in:  838  InMCMCParams[0:1][image_in]:  8.0 3.0

* image_in:  839  InMCMCParams[0:1][image_in]:  31.0 25.0

* image_in:  840  InMCMCParams[0:1][image_in]:  13.0 3.0

* image_in:  841  InMCMCParams[0:1][image_in]:  16.0 11.0

* image_in:  842  InMCMCParams[0:1][image_in]:  12.0 18.0

* image_in:  843  InMCMCParams[0:1][image_in]:  29.0 6.0

* image_in:  844  InMCMCParams[0:1][image_in]:  20.0 27.0

* image_in:  845  InMCMCParams[0:1][image_in]:  22.0 15.0

* image_in:  846  InMCMCParams[0:1][image_in]:  6.0 6.0

* image_in:  847  InMCMCParams[0:1][image_in]:  15.0 6.0

* image_in:  848  InMCMCParams[0:1][image_in]:  31.0 3.0

* image_in:  849  InMCMCParams[0:1][image_in]:  13.0 5.0

* image_in:  850  InMCMCParams[0:1][image_in]:  2.0 0.0

* image_in:  851  InMCMCParams[0:1][image_in]:  7.0 31.0

* image_in:  852  InMCMCParams[0:1][image_in]:  2.0 29.0

* image_in:  853  InMCMCParams[0:1][image_in]:  6.0 6.0

* image_in:  854  InMCMCParams[0:1][image_in]:  28.0 20.0

* image_in:  855  InMCMCParams[0:1][image_in]:  5.0 27.0

* image_in:  856  InMCMCParams[0:1][image_in]:  26.0 26.0

* image_in:  857  InMCMCParams[0:1][image_in]:  5.0 20.0

* image_in:  858  InMCMCParams[0:1][image_in]:  19.0 15.0

* image_in:  859  InMCMCParams[0:1][image_in]:  19.0 20.0

* image_in:  860  InMCMCParams[0:1][image_in]:  24.0 13.0

* image_in:  861  InMCMCParams[0:1][image_in]:  6.0 11.0

* image_in:  862  InMCMCParams[0:1][image_in]:  29.0 0.0

* image_in:  863  InMCMCParams[0:1][image_in]:  0.0 22.0

* image_in:  864  InMCMCParams[0:1][image_in]:  28.0 26.0

* image_in:  865  InMCMCParams[0:1][image_in]:  23.0 18.0

* image_in:  866  InMCMCParams[0:1][image_in]:  16.0 27.0

* image_in:  867  InMCMCParams[0:1][image_in]:  16.0 2.0

* image_in:  868  InMCMCParams[0:1][image_in]:  16.0 3.0

* image_in:  869  InMCMCParams[0:1][image_in]:  29.0 10.0

* image_in:  870  InMCMCParams[0:1][image_in]:  4.0 12.0

* image_in:  871  InMCMCParams[0:1][image_in]:  24.0 31.0

* image_in:  872  InMCMCParams[0:1][image_in]:  3.0 11.0

* image_in:  873  InMCMCParams[0:1][image_in]:  15.0 14.0

* image_in:  874  InMCMCParams[0:1][image_in]:  29.0 30.0

* image_in:  875  InMCMCParams[0:1][image_in]:  28.0 3.0

* image_in:  876  InMCMCParams[0:1][image_in]:  18.0 28.0

* image_in:  877  InMCMCParams[0:1][image_in]:  18.0 24.0

* image_in:  878  InMCMCParams[0:1][image_in]:  12.0 14.0

* image_in:  879  InMCMCParams[0:1][image_in]:  21.0 22.0

* image_in:  880  InMCMCParams[0:1][image_in]:  12.0 25.0

* image_in:  881  InMCMCParams[0:1][image_in]:  3.0 7.0

* image_in:  882  InMCMCParams[0:1][image_in]:  1.0 21.0

* image_in:  883  InMCMCParams[0:1][image_in]:  0.0 21.0

* image_in:  884  InMCMCParams[0:1][image_in]:  15.0 3.0

* image_in:  885  InMCMCParams[0:1][image_in]:  1.0 27.0

* image_in:  886  InMCMCParams[0:1][image_in]:  7.0 1.0

* image_in:  887  InMCMCParams[0:1][image_in]:  20.0 4.0

* image_in:  888  InMCMCParams[0:1][image_in]:  11.0 17.0

* image_in:  889  InMCMCParams[0:1][image_in]:  13.0 28.0

* image_in:  890  InMCMCParams[0:1][image_in]:  20.0 7.0

* image_in:  891  InMCMCParams[0:1][image_in]:  28.0 15.0

* image_in:  892  InMCMCParams[0:1][image_in]:  24.0 20.0

* image_in:  893  InMCMCParams[0:1][image_in]:  4.0 23.0

* image_in:  894  InMCMCParams[0:1][image_in]:  24.0 3.0

* image_in:  895  InMCMCParams[0:1][image_in]:  21.0 6.0

* image_in:  896  InMCMCParams[0:1][image_in]:  6.0 14.0

* image_in:  897  InMCMCParams[0:1][image_in]:  14.0 2.0

* image_in:  898  InMCMCParams[0:1][image_in]:  24.0 22.0

* image_in:  899  InMCMCParams[0:1][image_in]:  18.0 22.0

* image_in:  900  InMCMCParams[0:1][image_in]:  8.0 10.0

* image_in:  901  InMCMCParams[0:1][image_in]:  13.0 5.0

* image_in:  902  InMCMCParams[0:1][image_in]:  25.0 15.0

* image_in:  903  InMCMCParams[0:1][image_in]:  3.0 28.0

* image_in:  904  InMCMCParams[0:1][image_in]:  24.0 9.0

* image_in:  905  InMCMCParams[0:1][image_in]:  25.0 2.0

* image_in:  906  InMCMCParams[0:1][image_in]:  10.0 7.0

* image_in:  907  InMCMCParams[0:1][image_in]:  31.0 25.0

* image_in:  908  InMCMCParams[0:1][image_in]:  30.0 23.0

* image_in:  909  InMCMCParams[0:1][image_in]:  6.0 18.0

* image_in:  910  InMCMCParams[0:1][image_in]:  9.0 10.0

* image_in:  911  InMCMCParams[0:1][image_in]:  10.0 12.0

* image_in:  912  InMCMCParams[0:1][image_in]:  23.0 17.0

* image_in:  913  InMCMCParams[0:1][image_in]:  1.0 24.0

* image_in:  914  InMCMCParams[0:1][image_in]:  13.0 14.0

* image_in:  915  InMCMCParams[0:1][image_in]:  13.0 1.0

* image_in:  916  InMCMCParams[0:1][image_in]:  14.0 21.0

* image_in:  917  InMCMCParams[0:1][image_in]:  22.0 30.0

* image_in:  918  InMCMCParams[0:1][image_in]:  21.0 19.0

* image_in:  919  InMCMCParams[0:1][image_in]:  21.0 17.0

* image_in:  920  InMCMCParams[0:1][image_in]:  14.0 29.0

* image_in:  921  InMCMCParams[0:1][image_in]:  0.0 5.0

* image_in:  922  InMCMCParams[0:1][image_in]:  23.0 21.0

* image_in:  923  InMCMCParams[0:1][image_in]:  25.0 6.0

* image_in:  924  InMCMCParams[0:1][image_in]:  22.0 21.0

* image_in:  925  InMCMCParams[0:1][image_in]:  0.0 27.0

* image_in:  926  InMCMCParams[0:1][image_in]:  23.0 0.0

* image_in:  927  InMCMCParams[0:1][image_in]:  20.0 3.0

* image_in:  928  InMCMCParams[0:1][image_in]:  1.0 29.0

* image_in:  929  InMCMCParams[0:1][image_in]:  1.0 31.0

* image_in:  930  InMCMCParams[0:1][image_in]:  10.0 12.0

* image_in:  931  InMCMCParams[0:1][image_in]:  27.0 18.0

* image_in:  932  InMCMCParams[0:1][image_in]:  11.0 0.0

* image_in:  933  InMCMCParams[0:1][image_in]:  27.0 8.0

* image_in:  934  InMCMCParams[0:1][image_in]:  17.0 7.0

* image_in:  935  InMCMCParams[0:1][image_in]:  2.0 1.0

* image_in:  936  InMCMCParams[0:1][image_in]:  0.0 11.0

* image_in:  937  InMCMCParams[0:1][image_in]:  20.0 10.0

* image_in:  938  InMCMCParams[0:1][image_in]:  0.0 17.0

* image_in:  939  InMCMCParams[0:1][image_in]:  23.0 17.0

* image_in:  940  InMCMCParams[0:1][image_in]:  18.0 15.0

* image_in:  941  InMCMCParams[0:1][image_in]:  10.0 3.0

* image_in:  942  InMCMCParams[0:1][image_in]:  10.0 19.0

* image_in:  943  InMCMCParams[0:1][image_in]:  2.0 20.0

* image_in:  944  InMCMCParams[0:1][image_in]:  25.0 2.0

* image_in:  945  InMCMCParams[0:1][image_in]:  24.0 9.0

* image_in:  946  InMCMCParams[0:1][image_in]:  14.0 0.0

* image_in:  947  InMCMCParams[0:1][image_in]:  5.0 25.0

* image_in:  948  InMCMCParams[0:1][image_in]:  7.0 11.0

* image_in:  949  InMCMCParams[0:1][image_in]:  26.0 24.0

* image_in:  950  InMCMCParams[0:1][image_in]:  5.0 28.0

* image_in:  951  InMCMCParams[0:1][image_in]:  0.0 13.0

* image_in:  952  InMCMCParams[0:1][image_in]:  25.0 18.0

* image_in:  953  InMCMCParams[0:1][image_in]:  26.0 21.0

* image_in:  954  InMCMCParams[0:1][image_in]:  17.0 2.0

* image_in:  955  InMCMCParams[0:1][image_in]:  11.0 10.0

* image_in:  956  InMCMCParams[0:1][image_in]:  18.0 31.0

* image_in:  957  InMCMCParams[0:1][image_in]:  3.0 12.0

* image_in:  958  InMCMCParams[0:1][image_in]:  9.0 18.0

* image_in:  959  InMCMCParams[0:1][image_in]:  26.0 8.0

* image_in:  960  InMCMCParams[0:1][image_in]:  8.0 0.0

* image_in:  961  InMCMCParams[0:1][image_in]:  8.0 15.0

* image_in:  962  InMCMCParams[0:1][image_in]:  30.0 2.0

* image_in:  963  InMCMCParams[0:1][image_in]:  25.0 23.0

* image_in:  964  InMCMCParams[0:1][image_in]:  4.0 24.0

* image_in:  965  InMCMCParams[0:1][image_in]:  20.0 23.0

* image_in:  966  InMCMCParams[0:1][image_in]:  6.0 21.0

* image_in:  967  InMCMCParams[0:1][image_in]:  29.0 2.0

* image_in:  968  InMCMCParams[0:1][image_in]:  6.0 5.0

* image_in:  969  InMCMCParams[0:1][image_in]:  21.0 1.0

* image_in:  970  InMCMCParams[0:1][image_in]:  20.0 15.0

* image_in:  971  InMCMCParams[0:1][image_in]:  26.0 25.0

* image_in:  972  InMCMCParams[0:1][image_in]:  4.0 18.0

* image_in:  973  InMCMCParams[0:1][image_in]:  4.0 15.0

* image_in:  974  InMCMCParams[0:1][image_in]:  20.0 13.0

* image_in:  975  InMCMCParams[0:1][image_in]:  1.0 14.0

* image_in:  976  InMCMCParams[0:1][image_in]:  11.0 5.0

* image_in:  977  InMCMCParams[0:1][image_in]:  5.0 18.0

* image_in:  978  InMCMCParams[0:1][image_in]:  22.0 20.0

* image_in:  979  InMCMCParams[0:1][image_in]:  25.0 20.0

* image_in:  980  InMCMCParams[0:1][image_in]:  5.0 13.0

* image_in:  981  InMCMCParams[0:1][image_in]:  9.0 7.0

* image_in:  982  InMCMCParams[0:1][image_in]:  1.0 4.0

* image_in:  983  InMCMCParams[0:1][image_in]:  6.0 0.0

* image_in:  984  InMCMCParams[0:1][image_in]:  15.0 16.0

* image_in:  985  InMCMCParams[0:1][image_in]:  16.0 12.0

* image_in:  986  InMCMCParams[0:1][image_in]:  6.0 18.0

* image_in:  987  InMCMCParams[0:1][image_in]:  25.0 29.0

* image_in:  988  InMCMCParams[0:1][image_in]:  28.0 25.0

* image_in:  989  InMCMCParams[0:1][image_in]:  12.0 8.0

* image_in:  990  InMCMCParams[0:1][image_in]:  2.0 24.0

* image_in:  991  InMCMCParams[0:1][image_in]:  2.0 10.0

* image_in:  992  InMCMCParams[0:1][image_in]:  23.0 9.0

* image_in:  993  InMCMCParams[0:1][image_in]:  10.0 20.0

* image_in:  994  InMCMCParams[0:1][image_in]:  29.0 29.0

* image_in:  995  InMCMCParams[0:1][image_in]:  25.0 30.0

* image_in:  996  InMCMCParams[0:1][image_in]:  25.0 24.0

* image_in:  997  InMCMCParams[0:1][image_in]:  31.0 6.0

* image_in:  998  InMCMCParams[0:1][image_in]:  29.0 18.0

* image_in:  999  InMCMCParams[0:1][image_in]:  30.0 11.0

* image_in:  1000  InMCMCParams[0:1][image_in]:  21.0 11.0

* image_in:  1001  InMCMCParams[0:1][image_in]:  3.0 5.0

* image_in:  1002  InMCMCParams[0:1][image_in]:  9.0 30.0

* image_in:  1003  InMCMCParams[0:1][image_in]:  11.0 20.0

* image_in:  1004  InMCMCParams[0:1][image_in]:  19.0 20.0

* image_in:  1005  InMCMCParams[0:1][image_in]:  0.0 3.0

* image_in:  1006  InMCMCParams[0:1][image_in]:  0.0 15.0

* image_in:  1007  InMCMCParams[0:1][image_in]:  15.0 18.0

* image_in:  1008  InMCMCParams[0:1][image_in]:  4.0 19.0

* image_in:  1009  InMCMCParams[0:1][image_in]:  1.0 26.0

* image_in:  1010  InMCMCParams[0:1][image_in]:  22.0 31.0

* image_in:  1011  InMCMCParams[0:1][image_in]:  25.0 12.0

* image_in:  1012  InMCMCParams[0:1][image_in]:  9.0 4.0

* image_in:  1013  InMCMCParams[0:1][image_in]:  4.0 3.0

* image_in:  1014  InMCMCParams[0:1][image_in]:  31.0 22.0

* image_in:  1015  InMCMCParams[0:1][image_in]:  28.0 11.0

* image_in:  1016  InMCMCParams[0:1][image_in]:  27.0 12.0

* image_in:  1017  InMCMCParams[0:1][image_in]:  27.0 16.0

* image_in:  1018  InMCMCParams[0:1][image_in]:  2.0 25.0

* image_in:  1019  InMCMCParams[0:1][image_in]:  18.0 11.0

* image_in:  1020  InMCMCParams[0:1][image_in]:  0.0 27.0

* image_in:  1021  InMCMCParams[0:1][image_in]:  30.0 5.0

* image_in:  1022  InMCMCParams[0:1][image_in]:  13.0 11.0

* image_in:  1023  InMCMCParams[0:1][image_in]:  20.0 2.0

* image_in:  1024  InMCMCParams[0:1][image_in]:  11.0 13.0

* image_in:  1025  InMCMCParams[0:1][image_in]:  18.0 9.0

* image_in:  1026  InMCMCParams[0:1][image_in]:  26.0 31.0

* image_in:  1027  InMCMCParams[0:1][image_in]:  20.0 4.0

* image_in:  1028  InMCMCParams[0:1][image_in]:  25.0 5.0

* image_in:  1029  InMCMCParams[0:1][image_in]:  19.0 14.0

* image_in:  1030  InMCMCParams[0:1][image_in]:  23.0 17.0

* image_in:  1031  InMCMCParams[0:1][image_in]:  0.0 0.0

* image_in:  1032  InMCMCParams[0:1][image_in]:  4.0 20.0

* image_in:  1033  InMCMCParams[0:1][image_in]:  12.0 27.0

* image_in:  1034  InMCMCParams[0:1][image_in]:  29.0 3.0

* image_in:  1035  InMCMCParams[0:1][image_in]:  4.0 4.0

* image_in:  1036  InMCMCParams[0:1][image_in]:  13.0 24.0

* image_in:  1037  InMCMCParams[0:1][image_in]:  21.0 31.0

* image_in:  1038  InMCMCParams[0:1][image_in]:  25.0 2.0

* image_in:  1039  InMCMCParams[0:1][image_in]:  27.0 24.0

* image_in:  1040  InMCMCParams[0:1][image_in]:  13.0 23.0

* image_in:  1041  InMCMCParams[0:1][image_in]:  6.0 21.0

* image_in:  1042  InMCMCParams[0:1][image_in]:  15.0 10.0

* image_in:  1043  InMCMCParams[0:1][image_in]:  28.0 2.0

* image_in:  1044  InMCMCParams[0:1][image_in]:  4.0 24.0

* image_in:  1045  InMCMCParams[0:1][image_in]:  12.0 19.0

* image_in:  1046  InMCMCParams[0:1][image_in]:  9.0 1.0

* image_in:  1047  InMCMCParams[0:1][image_in]:  29.0 23.0

* image_in:  1048  InMCMCParams[0:1][image_in]:  10.0 15.0

* image_in:  1049  InMCMCParams[0:1][image_in]:  14.0 11.0

* image_in:  1050  InMCMCParams[0:1][image_in]:  24.0 31.0

* image_in:  1051  InMCMCParams[0:1][image_in]:  21.0 23.0

* image_in:  1052  InMCMCParams[0:1][image_in]:  30.0 21.0

* image_in:  1053  InMCMCParams[0:1][image_in]:  16.0 25.0

* image_in:  1054  InMCMCParams[0:1][image_in]:  8.0 16.0

* image_in:  1055  InMCMCParams[0:1][image_in]:  25.0 0.0

* image_in:  1056  InMCMCParams[0:1][image_in]:  20.0 18.0

* image_in:  1057  InMCMCParams[0:1][image_in]:  27.0 9.0

* image_in:  1058  InMCMCParams[0:1][image_in]:  21.0 10.0

* image_in:  1059  InMCMCParams[0:1][image_in]:  6.0 7.0

* image_in:  1060  InMCMCParams[0:1][image_in]:  4.0 3.0

* image_in:  1061  InMCMCParams[0:1][image_in]:  29.0 13.0

* image_in:  1062  InMCMCParams[0:1][image_in]:  16.0 1.0

* image_in:  1063  InMCMCParams[0:1][image_in]:  11.0 24.0

* image_in:  1064  InMCMCParams[0:1][image_in]:  4.0 21.0

* image_in:  1065  InMCMCParams[0:1][image_in]:  14.0 1.0

* image_in:  1066  InMCMCParams[0:1][image_in]:  16.0 27.0

* image_in:  1067  InMCMCParams[0:1][image_in]:  16.0 20.0

* image_in:  1068  InMCMCParams[0:1][image_in]:  13.0 24.0

* image_in:  1069  InMCMCParams[0:1][image_in]:  14.0 23.0

* image_in:  1070  InMCMCParams[0:1][image_in]:  11.0 5.0

* image_in:  1071  InMCMCParams[0:1][image_in]:  12.0 28.0

* image_in:  1072  InMCMCParams[0:1][image_in]:  22.0 12.0

* image_in:  1073  InMCMCParams[0:1][image_in]:  7.0 19.0

* image_in:  1074  InMCMCParams[0:1][image_in]:  27.0 6.0

* image_in:  1075  InMCMCParams[0:1][image_in]:  17.0 21.0

* image_in:  1076  InMCMCParams[0:1][image_in]:  9.0 1.0

* image_in:  1077  InMCMCParams[0:1][image_in]:  15.0 7.0

* image_in:  1078  InMCMCParams[0:1][image_in]:  17.0 15.0

* image_in:  1079  InMCMCParams[0:1][image_in]:  27.0 19.0

* image_in:  1080  InMCMCParams[0:1][image_in]:  26.0 25.0

* image_in:  1081  InMCMCParams[0:1][image_in]:  29.0 27.0

* image_in:  1082  InMCMCParams[0:1][image_in]:  30.0 1.0

* image_in:  1083  InMCMCParams[0:1][image_in]:  20.0 29.0

* image_in:  1084  InMCMCParams[0:1][image_in]:  11.0 30.0

* image_in:  1085  InMCMCParams[0:1][image_in]:  4.0 19.0

* image_in:  1086  InMCMCParams[0:1][image_in]:  21.0 21.0

* image_in:  1087  InMCMCParams[0:1][image_in]:  21.0 15.0

* image_in:  1088  InMCMCParams[0:1][image_in]:  5.0 23.0

* image_in:  1089  InMCMCParams[0:1][image_in]:  25.0 13.0

* image_in:  1090  InMCMCParams[0:1][image_in]:  10.0 30.0

* image_in:  1091  InMCMCParams[0:1][image_in]:  1.0 17.0

* image_in:  1092  InMCMCParams[0:1][image_in]:  19.0 23.0

* image_in:  1093  InMCMCParams[0:1][image_in]:  1.0 19.0

* image_in:  1094  InMCMCParams[0:1][image_in]:  3.0 4.0

* image_in:  1095  InMCMCParams[0:1][image_in]:  24.0 21.0

* image_in:  1096  InMCMCParams[0:1][image_in]:  31.0 4.0

* image_in:  1097  InMCMCParams[0:1][image_in]:  16.0 21.0

* image_in:  1098  InMCMCParams[0:1][image_in]:  7.0 13.0

* image_in:  1099  InMCMCParams[0:1][image_in]:  21.0 24.0

* image_in:  1100  InMCMCParams[0:1][image_in]:  19.0 16.0

* image_in:  1101  InMCMCParams[0:1][image_in]:  16.0 23.0

* image_in:  1102  InMCMCParams[0:1][image_in]:  5.0 21.0

* image_in:  1103  InMCMCParams[0:1][image_in]:  12.0 20.0

* image_in:  1104  InMCMCParams[0:1][image_in]:  2.0 27.0

* image_in:  1105  InMCMCParams[0:1][image_in]:  17.0 29.0

* image_in:  1106  InMCMCParams[0:1][image_in]:  7.0 31.0

* image_in:  1107  InMCMCParams[0:1][image_in]:  6.0 0.0

* image_in:  1108  InMCMCParams[0:1][image_in]:  15.0 28.0

* image_in:  1109  InMCMCParams[0:1][image_in]:  0.0 15.0

* image_in:  1110  InMCMCParams[0:1][image_in]:  24.0 19.0

* image_in:  1111  InMCMCParams[0:1][image_in]:  5.0 8.0

* image_in:  1112  InMCMCParams[0:1][image_in]:  14.0 8.0

* image_in:  1113  InMCMCParams[0:1][image_in]:  4.0 24.0

* image_in:  1114  InMCMCParams[0:1][image_in]:  29.0 20.0

* image_in:  1115  InMCMCParams[0:1][image_in]:  28.0 19.0

* image_in:  1116  InMCMCParams[0:1][image_in]:  18.0 25.0

* image_in:  1117  InMCMCParams[0:1][image_in]:  6.0 28.0

* image_in:  1118  InMCMCParams[0:1][image_in]:  30.0 26.0

* image_in:  1119  InMCMCParams[0:1][image_in]:  16.0 23.0

* image_in:  1120  InMCMCParams[0:1][image_in]:  31.0 26.0

* image_in:  1121  InMCMCParams[0:1][image_in]:  30.0 16.0

* image_in:  1122  InMCMCParams[0:1][image_in]:  21.0 1.0

* image_in:  1123  InMCMCParams[0:1][image_in]:  20.0 15.0

* image_in:  1124  InMCMCParams[0:1][image_in]:  1.0 8.0

* image_in:  1125  InMCMCParams[0:1][image_in]:  15.0 28.0

* image_in:  1126  InMCMCParams[0:1][image_in]:  22.0 15.0

* image_in:  1127  InMCMCParams[0:1][image_in]:  14.0 19.0

* image_in:  1128  InMCMCParams[0:1][image_in]:  14.0 23.0

* image_in:  1129  InMCMCParams[0:1][image_in]:  10.0 6.0

* image_in:  1130  InMCMCParams[0:1][image_in]:  20.0 0.0

* image_in:  1131  InMCMCParams[0:1][image_in]:  20.0 30.0

* image_in:  1132  InMCMCParams[0:1][image_in]:  3.0 17.0

* image_in:  1133  InMCMCParams[0:1][image_in]:  27.0 4.0

* image_in:  1134  InMCMCParams[0:1][image_in]:  30.0 15.0

* image_in:  1135  InMCMCParams[0:1][image_in]:  15.0 27.0

* image_in:  1136  InMCMCParams[0:1][image_in]:  22.0 7.0

* image_in:  1137  InMCMCParams[0:1][image_in]:  11.0 27.0

* image_in:  1138  InMCMCParams[0:1][image_in]:  24.0 26.0

* image_in:  1139  InMCMCParams[0:1][image_in]:  2.0 24.0

* image_in:  1140  InMCMCParams[0:1][image_in]:  19.0 19.0

* image_in:  1141  InMCMCParams[0:1][image_in]:  1.0 21.0

* image_in:  1142  InMCMCParams[0:1][image_in]:  19.0 24.0

* image_in:  1143  InMCMCParams[0:1][image_in]:  2.0 31.0

* image_in:  1144  InMCMCParams[0:1][image_in]:  0.0 8.0

* image_in:  1145  InMCMCParams[0:1][image_in]:  26.0 5.0

* image_in:  1146  InMCMCParams[0:1][image_in]:  11.0 29.0

* image_in:  1147  InMCMCParams[0:1][image_in]:  26.0 14.0

* image_in:  1148  InMCMCParams[0:1][image_in]:  16.0 8.0

* image_in:  1149  InMCMCParams[0:1][image_in]:  31.0 14.0

* image_in:  1150  InMCMCParams[0:1][image_in]:  23.0 8.0

* image_in:  1151  InMCMCParams[0:1][image_in]:  10.0 14.0

* image_in:  1152  InMCMCParams[0:1][image_in]:  18.0 18.0

* image_in:  1153  InMCMCParams[0:1][image_in]:  6.0 28.0

* image_in:  1154  InMCMCParams[0:1][image_in]:  31.0 9.0

* image_in:  1155  InMCMCParams[0:1][image_in]:  1.0 20.0

* image_in:  1156  InMCMCParams[0:1][image_in]:  31.0 21.0

* image_in:  1157  InMCMCParams[0:1][image_in]:  9.0 4.0

* image_in:  1158  InMCMCParams[0:1][image_in]:  0.0 20.0

* image_in:  1159  InMCMCParams[0:1][image_in]:  11.0 30.0
